Code;Name area;Number ;Full name;Address;Head;Phone code;Contact number;E-mail;Website;Russian language,amount OGE;Russian language,GPA OGE;Russian language,spravlyaemost OGE;Mathematics,amount OGE;Mathematics,GPA OGE;Mathematics,spravlyaemost OGE;Russian language,amount EGE;Russian language,GPA EGE;Russian language,spravlyaemost EGE;Mathematics profil,amount EGE;Mathematics profil,GPA EGE;Mathematics profil,spravlyaemost EGE;Mathematics base,amount EGE;Mathematics base,GPA EGE;Mathematics base,spravlyaemost EGE;Physics,amount EGE;Physics,GPA EGE;Physics,spravlyaemost EGE;Chemistry,amount EGE;Chemistry,GPA EGE;Chemistry,spravlyaemost EGE;Computer science,amount EGE;Computer science,GPA EGE;Computer science,spravlyaemost EGE;Biology,amount EGE;Biology,GPA EGE;Biology,spravlyaemost EGE;History,amount EGE;History,GPA EGE;History,spravlyaemost EGE;Geography,amount EGE;Geography,GPA EGE;Geography,spravlyaemost EGE;English,amount EGE;English,GPA EGE;English,spravlyaemost EGE;Social Studies,amount EGE;Social Studies,GPA EGE;Social Studies,spravlyaemost EGE;Literature,amount EGE;Literature,GPA EGE;Literature,spravlyaemost EGE;Lat;Long
763618;Угличский;;муниципальное общеобразовательное учреждение Воздвиженская средняя общеобразовательная школа;152650, Ярославская обл., Угличский р-н, с. Воздвиженское;Клементьева Ирина Леонидовна;48532;48482;vozdvugl@mail.ru;http://76204s031.edusite.ru;1;32;100;1;13;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.38922;38.057944
763619;Угличский;;Муниципальное общеобразовательное учреждение Воскресенская основная общеобразовательная школа;152634, Ярославская обл., Угличский р-н, д. Ново, ул. Центральная, д.25;Марасанова Валентина Николаевна;48532;43268;Voskresen_shk@mail.ru;http://76204s033.edusite.ru;2;30;100;2;16;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.300781;38.617227
763620;Угличский;;муниципальное общеобразовательное учреждение Головинская средняя общеобразовательная школа;152640, Ярославская обл., Угличский р-н, д. Головино;Гусева Татьяна Геннадьевна;48532;46260;golovino_skoola@mail.ru;http://76204s025.edusite.ru;6;30,2;100;6;15;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.492932;38.158484
763622;Угличский;;Муниципальное общеобразовательное учреждение Дивногорская основная общеобразовательная школа ;152627, Ярославская обл., Угличский р-н, с. Дивная Гора;Богомолов Андрей Викторович;48532;45541;divnaya_gora@mail.ru;http://76204s036.edusite.ru;2;17;100;2;7;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.51489;38.488875
763623;Угличский;;Муниципальное общеобразовательное учреждение Заозерская средняя общеобразовательная школа;152638, Ярославская обл., Угличский р-н, с. Заозерье;Тушнева Любовь Алексеевна;48532;43782;zaozsh@yandex.ru;http://76204s023.edusite.ru;3;34,7;100;3;17,3;100;4;63,5;100;2;39;50;4;4;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;58;100;-;-;-;57.197648;38.244327
763624;Угличский;;Муниципальное общеобразовательное учреждение Ильинская средняя общеобразовательная школа;152630, Ярославская обл., Угличский р-н, с. Ильинское, ул. Центральная, д.14;Наумов Александр Алексеевич;48532;42463;school-ilyn@yandex.ru;http://76204s022.edusite.ru;2;29,5;100;2;15,5;100;1;73;100;1;39;100;1;5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.551852;37.868535
763626;Угличский;;Муниципальное общеобразовательное учреждение Клементьевская основная общеобразовательная школа;152629, Ярославская обл., Угличский р-н, с. Клементьево;Сметанина Светлана Юрьевна;48532;46642;school-klem@yandex.ru;http://76204s038.edusite.ru;3;33;100;3;16;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.502194;38.785804
763627;Угличский;;муниципальное общеобразовательное учреждение Климатинская средняя общеобразовательная школа;152642, Ярославская обл., Угличский р-н, с. Климатино;Шестакова Нина Витальевна;48532;49142;Klimatinoscool@yandex.ru;http://76204s026.edusite.ru;1;33;100;1;16;100;2;60,5;100;-;-;-;2;3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.522435;37.95241
763632;Угличский;;муниципальное общеобразовательное учреждение Ниноровская основная общеобразовательная школа;152622, Ярославская обл., Угличский р-н, д. Нинорово ул.Школьная, д.8;Новикова Светлана Семёновна;48532;49304;Ninorovoskool@rambler.ru;http://76204s041.edusite.ru;4;33,8;100;4;17,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.442816;38.410183
763633;Угличский;;Муниципальное общеобразовательное учреждение Ординская основная общеобразовательная школа;152643, Ярославская обл., Угличский р-н, д. Воронцово;Колпакова Елена Вячеславовна;48532;44166;ord-school@yandex.ru;http://76204s042.edusite.ru;4;31,8;100;4;16,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.606877;37.936429
763634;Угличский;;муниципальное общеобразовательное учреждение Отрадновская средняя общеобразовательная школа;152601, Ярославская обл., Угличский р-н, пос. Отрадный;Хорошулина Ирина Николаевна;48532;47198;otrshkola@mail.ru;http://76204s030.edusite.ru;13;35,5;100;13;19,3;100;8;75,5;100;8;48,9;100;-;-;-;-;-;-;1;56;100;-;-;-;2;55,5;100;1;45;100;-;-;-;-;-;-;6;61,7;100;-;-;-;57.579102;38.240509
763635;Угличский;;муниципальное общеобразовательное учреждение Плоскинская основная общеобразовательная школа;152646, Ярославская обл., Угличский р-н, д. Заречье;Веселова Галина Геннадьевна;48532;48273;plosk-school@yandex.ru;http://76204s043.edusite.ru;12;29,9;100;12;15,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.438577;37.917089
763636;Угличский;;Муниципальное общеобразовательное учреждение Покровская основная общеобразовательная школа;152625, Ярославская обл., Угличский р-н, с. Покровское;Пиленкова Ирина Николаевна;48532;49722;school1pok@yandex.ru;http://76204s029.edusite.ru;6;31,3;100;6;20;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.660509;38.560282
763640;Угличский;;муниципальное общеобразовательное учреждение Улейминская средняя общеобразовательная школа;152632, Ярославская обл., Угличский р-н, с. Улейма, ул. Школьная, д.3;Казанская Анна Евгеньевна;48532;47422;Uleima-school@yandex.ru;http://76204s027.edusite.ru;2;29,5;100;2;11,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.442816;38.410183
763644;Угличский;;Муниципальное общеобразовательное учреждение Юрьевская средняя общеобразовательная школа;152606, Ярославская обл., Угличский р-н, д. Вякирево;Пестерева Валентина Фёдоровна;48532;46760;school-yur@yandex.ru;http://76204s028.edusite.ru;6;31;100;6;16,8;100;4;60,5;100;4;37,5;100;4;4,3;100;-;-;-;-;-;-;-;-;-;1;57;100;-;-;-;-;-;-;-;-;-;2;49,5;100;-;-;-;57.140997;38.287356
763703;Ярославский;;"муниципальное общеобразовательное учреждение ""Глебовская основная школа"" Ярославского муниципального района";150511, Ярославская обл., Ярославский р-н, д. Глебовское, ул. Мира, д.1а;Гобцева Надежда Викторовна;4852;763131;glebov-sch@yandex.ru;http://gleb-shyar.edu.yar.ru;4;29,8;100;4;15;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.797035;39.949374
763704;Ярославский;;"муниципальное общеобразовательное учреждение ""Григорьевская средняя школа"" Ярославского муниципального района";150515, Ярославская обл., Ярославский р-н, д. Григорьевское, ул. Клубная, д.6 ;Смирнов Сергей Сергеевич;4852;767176;grig-school@mail.ru;http://grig-yar.edu.yar.ru;17;31,2;100;17;19,9;100;4;70,8;100;3;35;100;3;4;100;1;60;100;1;49;100;-;-;-;1;62;100;1;42;100;-;-;-;-;-;-;3;52,3;100;-;-;-;57.707681;40.002761
763705;Ярославский;;"муниципальное общеобразовательное учреждение ""Дубковская средняя школа"" Ярославского муниципального района";150545, Ярославская обл., Ярославский р-н, пос. Дубки, ул. Школьная, д.3;Сухова Надежда Николаевна;4852;430254;nadegda.suchova@mail.ru;http://76313s007.edusite.ru;17;31,8;100;16;15,1;100;9;76,6;100;9;47,2;88,9;8;4,3;100;1;59;100;1;50;100;-;-;-;2;52,5;100;1;51;100;-;-;-;-;-;-;6;55,3;83,3;-;-;-;57.526877;39.734632
763706;Ярославский;;муниципальное образовательное учреждение Иванищевская средняя общеобразовательная школа;150532, Ярославская обл., Ярославский р-н, д. Иванищево, ул. Молодежная, д.12;Орехов Николай Геннадьевич;4852;435525;ivanischevo1@mail.ru;http://ivan-shyar.edu.yar.ru;6;31,7;100;6;15,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.518298;39.528505
763707;Ярославский;;"муниципальное общеобразовательное учреждение ""Ивняковская средняя школа"" Ярославского муниципального района";150507, Ярославская обл., Ярославский р-н, пос. Ивняки, ул. Луговая, д.1а;Кондратьев Сергей Николаевич;4852;424045;p3iwnyak@mail.ru;http://ivniak.edu.yar.ru;33;30,1;100;33;16,5;93,9;7;68,1;100;7;45,4;85,7;2;3,5;100;2;44;100;2;32;50;-;-;-;2;46;100;2;54,5;100;-;-;-;-;-;-;6;58,2;100;-;-;-;57.617522;39.791612
763709;Ярославский;;"муниципальное общеобразовательное учреждение ""Карабихская основная школа"" Ярославского муниципального района";150522, Ярославская обл., Ярославский р-н, с. Карабиха, ул. Школьная, д.1а ;Эрнст Светлана Сергеевна;4852;434287;karabih@mail.ru;http://karabiha.edu.yar.ru;7;33,6;100;7;19;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.508475;39.763091
763710;Ярославский;;"муниципальное общеобразовательное учреждение ""Карачихская средняя школа"" Ярославского муниципального района";150500, Ярославская обл., Ярославский р-н, пос. Карачиха;Тимофеев Николай Иванович;4852;436595;p3karach@mail.ru;http://karachihaschool.narod.ru;19;25,2;100;19;13;100;5;52;100;4;38,5;75;5;3,8;100;3;53,7;100;3;54,3;100;-;-;-;3;46,7;100;-;-;-;-;-;-;-;-;-;1;51;100;1;59;100;57.644352;39.76919
763711;Ярославский;;"муниципальное общеобразовательное учреждение ""Козьмодемьянская основная школа""  Ярославского муниципального района";150525, Ярославская обл., Ярославский р-н, пос. Козьмодемьянск, ул. Привокзальная 2-я, д.84;Лежнина Альбина Викторовна;4852;435626;kuzoosh8@mail.ru;http://kozm.edu.yar.ru;6;33,8;100;6;18;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.491607;39.688027
763714;Ярославский;;"муниципальное общеобразовательное учреждение ""Красноткацкая средняя школа"" Ярославского муниципального района";150522, Ярославская обл., Ярославский р-н, д. Ноготино, д.2б;Мухина Мария Петровна;4852;438237;tkachi-school@mail.ru;http://tkachi-yar.edu.yar.ru;35;30,8;100;35;15,9;100;8;73,6;100;8;46,4;100;8;4,6;100;1;53;100;2;53,5;100;1;66;100;2;73;100;2;77;100;-;-;-;-;-;-;5;70,8;100;-;-;-;57.487843;39.746112
